Energy	0	1	2
24100.021	0.0	0.0	0.0
24100.178	0.0	0.0	0.0
24100.332000000002	0.0	0.0	0.0
24100.487999999998	0.0	0.0	0.0
24100.645	0.0	0.0	0.0
24100.8	0.0	0.0	0.0
24100.957000000002	0.0	0.0	0.0
24101.112999999998	0.0	0.0	0.0
24101.267999999996	0.0	0.0	0.0
24101.424	0.0	0.0	0.0
24101.58	0.0	0.0	0.0
24101.736	0.0	0.0	0.0
24101.892999999996	0.0	0.0	0.0
24102.047000000002	0.0	0.0	0.0
24102.202999999998	0.0	0.0	0.0
24102.36	0.0	0.0	0.0
24102.516	0.0	0.0	0.0
24102.672000000002	0.0	0.0	0.0
24102.827999999998	0.0	0.0	0.0
24102.982000000004	0.0	0.0	0.0
24103.139	0.0	0.0	0.0
24103.295	0.0	0.0	0.0
24103.451	0.0	0.0	0.0
24103.607000000004	0.0	0.0	0.0
24103.764	0.0	0.0	0.0
24103.917999999998	0.0	0.0	0.0
24104.074	0.0	0.0	0.0
24104.23	0.0	0.0	0.0
24104.387000000002	0.0	0.0	0.0
24104.542999999998	0.0	0.0	0.0
24104.7	0.0	0.0	0.0
24104.855	0.0	0.0	0.0
24105.01	0.0	0.0	0.0
24105.166	0.0	0.0	0.0
24105.322	0.0	0.0	0.0
24105.479	0.0	0.0	0.0
24105.635	0.0	0.0	0.0
24105.791	0.0	0.0	0.0
24105.945	0.0	0.0	0.0
24106.102000000003	0.0	0.0	0.0
24106.257999999998	0.0	0.0	0.0
24106.414	0.0	0.0	0.0
24106.57	0.0	0.0	0.0
24106.727000000003	0.0	0.0	0.0
24106.882999999998	0.0	0.0	0.0
24107.037	0.0	0.0	0.0
24107.191000000003	0.0	0.0	0.0
24107.347999999998	0.0	0.0	0.0
24107.504	0.0	0.0	0.0
24107.66	0.0	0.0	0.0
24107.816000000003	0.0	0.0	0.0
24107.97	0.0	0.0	0.0
24108.127	0.0	0.0	0.0
24108.283	0.0	0.0	0.0
24108.44	0.0	0.0	0.0
24108.596	0.0	0.0	0.0
24108.752	0.0	0.0	0.0
24108.908	0.0	0.0	0.0
24109.064	0.0	0.0	0.0
24109.218999999997	0.0	0.0	0.0
24109.375	0.0	0.0	0.0
24109.531000000003	0.0	0.0	0.0
24109.688	0.0	0.0	0.0
24109.843999999997	0.0	0.0	0.0
24110.0	0.0	0.0	0.0
24110.156000000003	0.0	0.0	0.0
24110.312	0.0	0.0	0.0
24110.467	0.0	0.0	0.0
24110.623	0.0	0.0	0.0
24110.78	0.0	0.0	0.0
24110.936	0.0	0.0	0.0
24111.092	0.0	0.0	0.0
24111.248	0.0	0.0	0.0
24111.404	0.0	0.0	0.0
24111.56	0.0	0.0	0.0
24111.717	0.0	0.0	0.0
24111.871	0.0	0.0	0.0
24112.027000000002	0.0	0.0	0.0
24112.183999999997	0.0	0.0	0.0
24112.34	0.0	0.0	0.0
24112.496	0.0	0.0	0.0
24112.652000000002	0.0	0.0	0.0
24112.808999999997	0.0	0.0	0.0
24112.965	0.0	0.0	0.0
24113.121	0.0	0.0	0.0
24113.277000000002	0.0	0.0	0.0
24113.432	0.0	0.0	0.0
24113.588	0.0	0.0	0.0
24113.744	0.0	0.0	0.0
24113.9	0.0	0.0	0.0
24114.057	0.0	0.0	0.0
24114.213	0.0	0.0	0.0
24114.37	0.0	0.0	0.0
24114.525	0.0	0.0	0.0
24114.682	0.0	0.0	0.0
24114.838	0.0	0.0	0.0
24114.994	0.0	0.0	0.0
24115.147999999997	0.0	0.0	0.0
24115.303	0.0	0.0	0.0
24115.459	0.0	0.0	0.0
24115.615	0.0	0.0	0.0
24115.771	0.0	0.0	0.0
24115.928	0.0	0.0	0.0
24116.084	0.0	0.0	0.0
24116.24	0.0	0.0	0.0
24116.396	0.0	0.0	0.0
24116.55	0.0	0.0	0.0
24116.707000000002	0.0	0.0	0.0
24116.862999999998	0.0	0.0	0.0
24117.02	0.0	0.0	0.0
24117.176	0.0	0.0	0.0
24117.332000000002	0.0	0.0	0.0
24117.487999999998	0.0	0.0	0.0
24117.645	0.0	0.0	0.0
24117.8	0.0	0.0	0.0
24117.957000000002	0.0	0.0	0.0
24118.112999999998	0.0	0.0	0.0
24118.27	0.0	0.0	0.0
24118.426	0.0	0.0	0.0
24118.582000000002	0.0	0.0	0.0
24118.737999999998	0.0	0.0	0.0
24118.892999999996	0.0	0.0	0.0
24119.049	0.0	0.0	0.0
24119.205	0.0	0.0	0.0
24119.361	0.0	0.0	0.0
24119.517999999996	0.0	0.0	0.0
24119.674	0.0	0.0	0.0
24119.83	0.0	0.0	0.0
24119.986	0.0	0.0	0.0
24120.142999999996	0.0	0.0	0.0
24120.299	0.0	0.0	0.0
24120.455	0.0	0.0	0.0
24120.611	0.0	0.0	0.0
24120.767999999996	0.0	0.0	0.0
24120.924	0.0	0.0	0.0
24121.08	0.0	0.0	0.0
24121.236	0.0	0.0	0.0
24121.392999999996	0.0	0.0	6.433462084382927e-06
24121.549	0.0	0.0	1.3186427404080427e-05
24121.705	0.0	0.0	1.90487457759804e-05
24121.861	0.0	0.0	2.467351963178872e-05
24122.016	0.0	0.0	2.9300013383400217e-05
24122.172000000002	0.0	0.0	3.35344766501785e-05
24122.327999999998	0.0	0.0	3.691983200301535e-05
24122.484	5.867521416541369e-07	0.0	3.937285726412178e-05
24122.64	4.839338168443886e-06	0.0	3.9483895386072016e-05
24122.797000000002	9.393759479837886e-06	0.0	3.8644162335672416e-05
24122.952999999998	1.4050482200599807e-05	0.0	3.729303853753877e-05
24123.11	1.889466053062625e-05	0.0	3.499806844510554e-05
24123.266	2.3731546350060967e-05	0.0	3.245129375110875e-05
24123.422000000002	2.8546386655583172e-05	0.0	2.9143941060086067e-05
24123.576	3.32517612172825e-05	0.0	2.5813866878810914e-05
24123.732000000004	3.769584603813328e-05	0.0	2.2038625704706507e-05
24123.889	4.2116023129706024e-05	0.0	1.826670716353911e-05
24124.045	4.585521206011501e-05	0.0	1.4619615422042324e-05
24124.201	4.9596445752972224e-05	0.0	1.0970529281124293e-05
24124.357000000004	5.239610394281231e-05	0.0	8.014088170066393e-06
24124.514	5.5135050743247996e-05	0.0	5.101828440475794e-06
24124.67	5.685001866932953e-05	0.0	3.287079983479433e-06
24124.826	5.837278653141206e-05	0.0	1.6783412736737681e-06
24124.982000000004	5.8928724378740655e-05	0.0	1.3692115464864374e-06
24125.139	5.9156526207046504e-05	0.0	1.5013729763016e-06
24125.295	5.85895480799285e-05	0.0	2.9140315372259523e-06
24125.451	5.75996155705555e-05	0.0	5.008350318319192e-06
24125.607000000004	5.604666873617507e-05	0.0	8.179214220316542e-06
24125.764	5.405213788838034e-05	0.0	1.219447968418441e-05
24125.92	5.172703114474583e-05	0.0	1.697822666380641e-05
24126.076	4.902968327078102e-05	0.0	2.2627454873175495e-05
24126.232000000004	4.619460507800627e-05	0.0	2.8724183123968688e-05
24126.389	4.31375147425478e-05	0.0	3.5544443473384314e-05
24126.545	4.0076939812168965e-05	0.0	4.254986016467307e-05
24126.701	3.7011420367571964e-05	0.0	4.999386728793597e-05
24126.857000000004	3.401225753774867e-05	0.0	5.74566457920747e-05
24127.014	3.127046227511296e-05	0.0	6.498370153576802e-05
24127.167999999998	2.8629596480831128e-05	0.0	7.237558861315325e-05
24127.324	2.6502185175838582e-05	0.0	7.950768891714188e-05
24127.48	2.439617960168245e-05	0.0	8.662254047829096e-05
24127.637000000002	2.3115793669897444e-05	0.0	9.296538190872859e-05
24127.792999999998	2.1726631081405512e-05	4.932654089773573e-06	9.907887732957341e-05
24127.95	2.1319616271938863e-05	8.85391553997526e-06	0.00010418951740934376
24128.105	2.097241764494363e-05	1.2607232238031604e-05	0.0001092483117355364
24128.262000000002	2.167024263610925e-05	1.2527450916758929e-05	0.00011331117541539766
24128.417999999998	2.253263232867503e-05	1.1844808777091735e-05	0.00011721864446112257
24128.574	2.4363817423419297e-05	7.003539757658319e-06	0.00012011389334139491
24128.732000000004	2.648607605405201e-05	9.506563959448627e-07	0.0001227652878483421
24128.889	2.9201141806343076e-05	0.0	0.00012398004499208877
24129.045	3.217841720833528e-05	0.0	0.00012469665983613843
24129.201	3.566797062766133e-05	0.0	0.00012439100589837885
24129.357000000004	3.9440789376659885e-05	0.0	0.00012352116164263764
24129.514	4.3496753173904976e-05	0.0	0.00012184557600148243
24129.67	4.776677338503192e-05	0.0	0.00011956172514304814
24129.826	5.211979998589979e-05	0.0	0.00011672514514720654
24129.982000000004	5.655683585035571e-05	0.0	0.00011332904208618489
24130.139	6.093124921566181e-05	0.0	0.00010963081036494722
24130.295	6.522238849754257e-05	0.0	0.00010552345462175983
24130.451	6.937093091968602e-05	0.0	0.00010132802284714464
24130.607000000004	7.326082126290477e-05	0.0	9.697260772410455e-05
24130.764	7.698809233861814e-05	0.0	9.268741219088725e-05
24130.92	8.030638618908063e-05	0.0	8.858192130172402e-05
24131.076	8.348229402299378e-05	0.0	8.464479811377017e-05
24131.232000000004	8.614924691057606e-05	0.0	8.130966729476539e-05
24131.389	8.871500569781393e-05	0.0	7.81733134865389e-05
24131.545	9.072030333494818e-05	0.0	7.613447169326507e-05
24131.7	9.265271903070068e-05	0.0	7.42575304687602e-05
24131.855	9.402464813628528e-05	0.0	7.399672860291787e-05
24132.012000000002	9.538868852648874e-05	0.0	7.37671416730997e-05
24132.167999999998	9.617417030855065e-05	0.0	7.564136223325343e-05
24132.324	9.696007409013726e-05	0.0	7.751658971706048e-05
24132.48	9.724787533502648e-05	0.0	8.15621990552428e-05
24132.637000000002	9.751150436727015e-05	0.0	8.57159328384862e-05
24132.792999999998	9.738885303699176e-05	0.0	9.178119385345008e-05
24132.95	9.722014081310057e-05	0.0	9.807622534889692e-05
24133.105	9.679835240763135e-05	0.0	0.00010579481527789455
24133.262000000002	9.632648514294055e-05	0.0	0.0001137966332516272
24133.417999999998	9.575735307303635e-05	0.0	0.0001225874467059445
24133.574	9.487451382374729e-05	1.30178013693708e-05	0.00013099396768830062
24133.73	9.370780323205685e-05	4.187872942838121e-05	0.00013877683106110564
24133.887000000002	9.256719422621799e-05	7.066312054429828e-05	0.00014661142751925445
24134.042999999998	9.164256226077918e-05	9.882413297550194e-05	0.00015399859095980038
24134.2	9.082437304679386e-05	0.0001266893077411241	0.00016116768497411628
24134.355	9.03210528224874e-05	0.00015369036172065522	0.00016745510684931277
24134.512000000002	9.001354912893417e-05	0.00018015290799765446	0.00017319400641178047
24134.667999999998	9.006721765170443e-05	0.00020552519446999647	0.0001778023817895528
24134.824	9.03984041052052e-05	0.00023005835832866196	0.000181541824126876
24134.98	9.10869036690345e-05	0.0002532179814049468	0.00018410003321324032
24135.137000000002	9.211090623117762e-05	0.0002750973724926356	0.0001855508844222717
24135.292999999998	9.344337732591564e-05	0.0002953284957963103	0.0001859572772745651
24135.45	9.512708232904298e-05	0.00031369190009894097	0.00018517603970249702
24135.607000000004	9.706237619086744e-05	0.00033042666747444115	0.00018359483572830975
24135.764	9.92774184068973e-05	0.00034450827276068756	0.00018099252623406256
24135.92	0.00010161410197109427	0.0003567646735527681	0.00017795085949652608
24136.076	0.00010414204950143436	0.0003661548019732868	0.0001742187764559219
24136.232000000004	0.00010668241234683543	0.00037396186440234367	0.0001703774329963789
24136.389	0.00010924420217814301	0.00037876085214431845	0.00016633212107191337
24136.545	0.00011173020090263894	0.00038234316046199915	0.0001624191040814
24136.701	0.00011403943776273651	0.00038312585991642843	0.0001588141830229334
24136.857000000004	0.00011622537308088526	0.00038307919156068933	0.00015546244106611585
24137.014	0.00011806379370151244	0.0003807018712505613	0.00015282373460113316
24137.17	0.00011978003746889926	0.00037780704442530363	0.0001504495953267317
24137.326	0.00012107087954605542	0.0003731112017944398	0.00014899652553587546
24137.482000000004	0.0001222795568352624	0.00036809084319496855	0.00014775180958442
24137.639	0.0001231270718522253	0.00036164818838360765	0.00014742216090743318
24137.795	0.00012394838031522308	0.0003549744731742226	0.00014722267031029438
24137.951	0.00012461803961622038	0.0003470032749598795	0.00014776532554146909
24138.107000000004	0.00012530781849292538	0.0003388506434768956	0.00014836916829141333
24138.266	0.0001261622331338098	0.0003291937920139664	0.00014945856608071325
24138.422000000002	0.00012705538646396483	0.00031949191385287405	0.00015055123456684695
24138.577999999998	0.00012842123731250977	0.00030824536555040127	0.000151800670119264
24138.734	0.00012983699663752154	0.000296880293531361	0.00015304023627360242
24138.89	0.00013199820137922092	0.000283807720161587	0.00015412046694311804
24139.047000000002	0.00013419079223408797	0.0002706718408406618	0.00015518667787865666
24139.202999999998	0.00013731198688176686	0.00025580295268146097	0.00015580522980335155
24139.36	0.00014043731798079074	0.0002409225273347575	0.0001564224675767953
24139.516	0.0001445687453743699	0.00022455326255961042	0.00015637592700778625
24139.672000000002	0.00014870235601300427	0.000208175347477201	0.00015632936184450109
24139.826	0.00015369314059188914	0.00019123623993198415	0.00015555780093812286
