	0	1	2	LOF
0	0.029354305640943736	0.9655151888015797	0.0051305055574766304	0.007567359307270993
1	0.030294617612272583	0.9630697069343618	0.006635675453365703	0.0020490873973761066
2	0.03294808572096367	0.9528478754679679	0.014204038811068393	0.0018051965839121107
3	0.029671750785593955	0.9581253252309216	0.012202923983484356	0.00014772660852066977
4	0.03343759779431201	0.9512539440985436	0.015308458107144417	0.0031061934535903985
5	0.02840651638760059	0.9582118254572785	0.01338165815512098	0.004083782443415363
6	0.027046412464096694	0.9326219012047089	0.04033168633119452	0.0037804752870082975
7	0.0	0.7824901315970095	0.21750986840299044	0.0026366570646936933
8	0.009703851137490482	0.0937546050467447	0.8965415438157649	0.004934543901295714
9	0.14004741674841645	0.0	0.8599525832515834	0.002250517606473975
10	0.14323548812520695	0.009516585496988333	0.8472479263778047	0.011614306978355167
11	0.1365107393963812	0.0	0.8634892606036187	0.007807568381128341
12	0.1465575405109008	0.0	0.8534424594890991	0.0066214151568397125
13	0.14622378083647755	0.0	0.8537762191635224	0.001066327264629891
14	0.14193981417671522	0.011187869731813235	0.8468723160914716	0.006288834683732473
15	0.14065609524997935	0.008461553778393166	0.8508823509716275	0.006054812015312173
16	0.14309198410434498	0.0	0.856908015895655	0.01132088165037736
17	0.14841665097462467	0.0	0.8515833490253752	0.0046246441159798445
18	0.14534568314670643	0.007042550460241929	0.8476117663930516	0.007045916450008733
19	0.15049441931509955	0.004999732086692399	0.844505848598208	0.007255743418250349
20	0.1498547814091157	0.0006666394817187978	0.8494785791091656	0.008811366341655254
21	0.15493659977447388	0.00016960336098235747	0.8448937968645438	0.0023875733825902395
22	0.14945277432317952	0.0	0.8505472256768204	0.007122108897270693
23	0.15660088645492773	0.0	0.8433991135450724	0.0038847137193449705
24	0.15507253082076913	0.001000754723524756	0.8439267144557061	0.001811832182386828
25	0.15767210531611422	0.0005114284911039146	0.8418164661927819	0.004868692330942009
26	0.15765827522599823	0.0	0.8423417247740017	0.0025818522857884
27	0.15936931925906855	0.001805807735527319	0.8388248730054042	5.2829847967654116e-06
28	0.16156613343570908	0.0	0.838433866564291	0.004665366875203031
29	0.1618986476421041	0.0005934018978031752	0.8375079504600927	0.000615391899662035
30	0.15946390647659334	0.00781358209478051	0.8327225114286263	0.0007768334616715285
31	0.16446404407949872	0.007847312163360353	0.8276886437571409	0.011400750236073913
32	0.1651031076736212	0.004350933562945383	0.8305459587634334	0.004132853681803398
33	0.16851378504179648	0.00784429432680333	0.8236419206314002	0.0038231994544509966
34	0.16390924879074562	0.01508180462384877	0.8210089465854057	0.011447137517661975
35	0.16820930521248983	0.007520295181229184	0.8242703996062809	0.005245348293032792
36	0.170046273926857	0.012425627534174168	0.8175280985389689	9.127338374858288e-05
37	0.17163659116475624	0.008701170800202714	0.819662238035041	0.0036071134237348214
38	0.170603370028184	0.01399087109434092	0.8154057588774751	0.001103553120338469
39	0.1754366278955411	0.009053846135986735	0.8155095259684723	0.005780493233634603
40	0.17776598764945256	0.00925550593315407	0.8129785064173933	0.002856993678672419
41	0.17679026416833415	0.01541945362603074	0.8077902822056352	0.00044586450031230257
42	0.17548133000866242	0.008235663341080512	0.816283006650257	0.0021348114829500787
43	0.18313452300963778	0.011896662055540297	0.8049688149348219	0.00866679108060534
44	0.18023949264685732	0.0178868788158626	0.80187362853728	0.003785835929324199
45	0.18103852573004187	0.021390007353373396	0.7975714669165848	0.0035205665926865176
46	0.17979966316999324	0.017332472101672696	0.8028678647283342	0.013641270905290123
47	0.18144209894378693	0.019277623001256516	0.7992802780549566	0.0018740488194801134
48	0.18587990198449852	0.017071975361746955	0.7970481226537545	0.0002413998874587581
49	0.1853150772583739	0.01805627631999661	0.7966286464216294	0.003190102832873769
50	0.18759199601171264	0.00995808327146408	0.8024499207168232	0.0006338930708820169
51	0.1910011880562495	0.015410127281818772	0.7935886846619317	0.002980012364416202
52	0.19039922803596424	0.022796820618700437	0.7868039513453353	0.003355962553052402
53	0.1898142155333123	0.020461751735419288	0.7897240327312685	0.0022515197667692874
54	0.19113384160079938	0.01810314467369335	0.7907630137255074	0.003366193797923335
55	0.19510433157397938	0.030116460160235503	0.7747792082657852	0.0010890525456267778
56	0.19926500301351593	0.0205417142559824	0.7801932827305016	0.0036060188331852863
57	0.20002036806192514	0.02409599856476291	0.7758836333733119	0.005703672230305377
58	0.19735404431767006	0.023600729873117628	0.7790452258092123	0.009188866787416395
59	0.20543399828602577	0.01304960248113077	0.7815163992328433	0.010812878424548972
60	0.20507937661683698	0.021042935110167627	0.7738776882729954	0.003794507932450024
61	0.20747724926428576	0.012534274800029358	0.7799884759356849	0.0027942524065150036
62	0.20238096621883367	0.026649691575574903	0.7709693422055913	0.002951062983205113
63	0.20558131246258465	0.012130564411591934	0.7822881231258234	0.004074030920487643
64	0.21033402358509654	0.02140255386785799	0.7682634225470455	0.0011325092341318956
65	0.2131961155971761	0.020887558663906017	0.7659163257389179	0.002778598828815575
66	0.21231020956122681	0.02750963637811178	0.7601801540606615	0.001118288265766594
67	0.20810417339767096	0.02748922970207874	0.7644065969002504	0.001380782497561486
68	0.21619504688533958	0.026834924994475512	0.756970028120185	0.00560885586206594
69	0.21269637807102823	0.024850797537194994	0.7624528243917768	0.00792208535997018
70	0.216014822464522	0.03151216509006522	0.7524730124454129	0.001793097467051364
