# Plot Data for 350 Air 5wt% Pd_Al2O3_PdK_mu_timeseries_nAverage300.dat
#---------------------------------
#  X1          data__mag_    X2         model__mag_  
 4.540583132  0.013488203  4.540583132  0.006510981
 4.571262748  0.012765722  4.571262748  0.005552481
 4.601942364  0.014052834  4.601942364  0.004546982
 4.632621979  0.016645094  4.632621979  0.003620435
 4.663301595  0.019734070  4.663301595  0.002934049
 4.693981211  0.022806152  4.693981211  0.002638463
 4.724660827  0.025578478  4.724660827  0.002722526
 4.755340442  0.027900264  4.755340442  0.002988206
 4.786020058  0.029701326  4.786020058  0.003238527
 4.816699674  0.030968744  4.816699674  0.003362475
 4.847379290  0.031735690  4.847379290  0.003314592
 4.878058905  0.032074759  4.878058905  0.003089085
 4.908738521  0.032091994  4.908738521  0.002705640
 4.939418137  0.031919122  4.939418137  0.002202786
 4.970097753  0.031701925  4.970097753  0.001638116
 5.000777369  0.031583373  5.000777369  0.001106890
 5.031456984  0.031682318  5.031456984  8.140195e-4
 5.062136600  0.032072192  5.062136600  9.667189e-4
 5.092816216  0.032767025  5.092816216  0.001334435
 5.123495832  0.033720612  5.123495832  0.001683640
 5.154175447  0.034838605  5.154175447  0.001931854
 5.184855063  0.035997533  5.184855063  0.002050545
 5.215534679  0.037063658  5.215534679  0.002033970
 5.246214295  0.037907563  5.246214295  0.001890806
 5.276893910  0.038413767  5.276893910  0.001640914
 5.307573526  0.038486476  5.307573526  0.001314038
 5.338253142  0.038052944  5.338253142  9.520707e-4
 5.368932758  0.037065478  5.368932758  6.262849e-4
 5.399612373  0.035502714  5.399612373  4.918945e-4
 5.430291989  0.033370382  5.430291989  6.397044e-4
 5.460971605  0.030701685  5.460971605  8.775508e-4
 5.491651221  0.027557393  5.491651221  0.001080508
 5.522330836  0.024026100  5.522330836  0.001207794
 5.553010452  0.020225929  5.553010452  0.001246189
 5.583690068  0.016311348  5.583690068  0.001195431
 5.614369684  0.012496121  5.614369684  0.001063924
 5.645049299  0.009125340  5.645049299  8.665544e-4
 5.675728915  0.006848613  5.675728915  6.231390e-4
 5.706408531  0.006513023  5.706408531  3.585202e-4
 5.737088147  0.007872219  5.737088147  1.283402e-4
 5.767767762  0.009789562  5.767767762  2.231065e-4
 5.798447378  0.011574498  5.798447378  4.311256e-4
 5.829126994  0.012943300  5.829126994  5.995996e-4
 5.859806610  0.013787213  5.859806610  7.104329e-4
 5.890486225  0.014083885  5.890486225  7.575742e-4
 5.921165841  0.013868075  5.921165841  7.412608e-4
 5.951845457  0.013221825  5.951845457  6.669150e-4
 5.982525073  0.012272019  5.982525073  5.443126e-4
 6.013204689  0.011190714  6.013204689  3.868024e-4
 6.043884304  0.010190999  6.043884304  2.118342e-4
 6.074563920  0.009499331  6.074563920  7.258853e-5
 6.105243536  0.009280235  6.105243536  1.796257e-4
 6.135923152  0.009543310  6.135923152  3.282201e-4
 6.166602767  0.010136090  6.166602767  4.490630e-4
 6.197282383  0.010838600  6.197282383  5.315536e-4
 6.227961999  0.011452847  6.227961999  5.718777e-4
 6.258641615  0.011835730  6.258641615  5.710779e-4
 6.289321230  0.011898536  6.289321230  5.352639e-4
 6.320000846  0.011597929  6.320000846  4.767526e-4
 6.350680462  0.010927361  6.350680462  4.165848e-4
 6.381360078  0.009910436  6.381360078  3.857206e-4
 6.412039693  0.008596343  6.412039693  4.107296e-4
 6.442719309  0.007058535  6.442719309  4.874213e-4
 6.473398925  0.005402290  6.473398925  5.899254e-4
 6.504078541  0.003804849  6.504078541  6.953708e-4
 6.534758156  0.002674787  6.534758156  7.894120e-4
 6.565437772  0.002738344  6.565437772  8.639424e-4
 6.596117388  0.003832109  6.596117388  9.151607e-4
 6.626797004  0.005198085  6.626797004  9.425862e-4
 6.657476619  0.006502204  6.657476619  9.485765e-4
 6.688156235  0.007620956  6.688156235  9.380716e-4
 6.718835851  0.008498685  6.718835851  9.183680e-4
 6.749515467  0.009109801  6.749515467  8.986320e-4
 6.780195082  0.009447062  6.780195082  8.886978e-4
 6.810874698  0.009516569  6.810874698  8.968288e-4
 6.841554314  0.009334754  6.841554314  9.270126e-4
 6.872233930  0.008926049  6.872233930  9.774492e-4
 6.902913545  0.008320870  6.902913545  0.001041381
 6.933593161  0.007553806  6.933593161  0.001109477
 6.964272777  0.006662008  6.964272777  0.001172186
 6.994952393  0.005683764  6.994952393  0.001221327
 7.025632009  0.004657264  7.025632009  0.001251031
 7.056311624  0.003619540  7.056311624  0.001258360
 7.086991240  0.002605574  7.086991240  0.001243784
 7.117670856  0.001647649  7.117670856  0.001211547
 7.148350472  7.757115e-4  7.148350472  0.001169755
 7.179030087  9.686304e-5  7.179030087  0.001129767
 7.209709703  6.452359e-4  7.209709703  0.001104184
 7.240389319  0.001141519  7.240389319  0.001103082
 7.271068935  0.001491456  7.271068935  0.001129777
 7.301748550  0.001692313  7.301748550  0.001179112
 7.332428166  0.001750483  7.332428166  0.001239733
 7.363107782  0.001682741  7.363107782  0.001298304
 7.393787398  0.001521750  7.393787398  0.001343006
 7.424467013  0.001329634  7.424467013  0.001365486
 7.455146629  0.001219329  7.455146629  0.001361713
