E	0
24100.01	-0.0003584099396037652
24100.164	-0.000367714377844656
24100.32	-0.0003771415278389178
24100.477	-0.00038468026508438607
24100.633	-0.00039170078944380696
24100.79	-0.0003963467322957344
24100.943	-0.00039923433643895915
24101.1	-0.0004004362640243876
24101.256	-0.0003986451546911478
24101.412	-0.0003961926102328884
24101.568	-0.00039040001071682093
24101.725	-0.00038460741120075354
24101.879	-0.00037669087503791534
24102.035	-0.0003685911515950122
24102.191	-0.00036009724310075234
24102.346	-0.000351578473684363
24102.5	-0.0003432948885860151
24102.656	-0.00033509768937364597
24102.812	-0.0003270181811321966
24102.969	-0.0003191600485681331
24103.125	-0.0003112741291915198
24103.281	-0.0003032284177848964
24103.436	-0.00029527768621589876
24103.592	-0.00028696175826388323
24103.748	-0.00027863037073596697
24103.904	-0.0002706321391116776
24104.06	-0.0002627404169998088
24104.217	-0.0002557775258418363
24104.373	-0.0002495299350365457
24104.527	-0.0002443542660441713
24104.684	-0.00024082692220309652
24104.84	-0.00023787951276269637
24104.996	-0.00023756859410915864
24105.152	-0.00023725743946423304
24105.309	-0.0002399432834081512
24105.463	-0.00024260769618929902
24105.62	-0.0002470927160329821
24105.775	-0.0002520235831365707
24105.932	-0.0002576686925250108
24106.088	-0.0002637500117155005
24106.244	-0.00026984289611335725
24106.4	-0.00027595216295167656
24106.555	-0.00028174949831581334
24106.71	-0.0002869258255939877
24106.867	-0.00029198415454787104
24107.023	-0.00029552634683734574
24107.18	-0.00029906987782383083
24107.336	-0.0003007746569532157
24107.492	-0.00030227021330265754
24107.646	-0.0003022330600833634
24107.803	-0.00030160063545412374
24107.959	-0.00029998324271329426
24108.115	-0.00029752455782575214
24108.271	-0.00029462133340882806
24108.428	-0.0002909571116308703
24108.584	-0.00028720158029366404
24108.74	-0.00028308934446594675
24108.895	-0.0002790299218280609
24109.05	-0.00027509446267826547
24109.207	-0.00027115752236206057
24109.363	-0.000267546621031883
24109.52	-0.0002639913557362729
24109.676	-0.0002604642395392894
24109.832	-0.00025694861401883193
24109.988	-0.00025310802751736864
24110.143	-0.0002490223224893902
24110.299	-0.0002444912270528671
24110.455	-0.0002392281758939902
24110.61	-0.0002338214570345286
24110.766	-0.00022737348531101485
24110.922	-0.00022091135813557102
24111.076	-0.0002137146043028696
24111.232	-0.0002064222216227329
